1,1,1,42,13,1,46,100,-20.0,-0.2
1,1,1,43,14,2,42,80.0,-11.5,-0.14375
1,1,1,42,23,3,104,68.5,26.0,0.379562043796
1,1,1,43,16,4,41,94.5,-6.5,-0.0687830687831
1,1,1,43,21,5,42,88.0,7.5,0.0852272727273
1,1,1,41,22,6,52,95.5,26.0,0.272251308901
1,1,1,42,17,7,39,121.5,-0.5,-0.00411522633745
1,1,1,43,13,8,42,121.0,-8.0,-0.0661157024793
1,1,1,45,19,9,43,113.0,-6.0,-0.0530973451327
1,1,1,42,17,10,44,107.0,3.5,0.0327102803738
1,1,1,42,23,11,42,110.5,10.0,0.0904977375566
1,1,1,46,16,12,46,120.5,-6.5,-0.0539419087137
1,1,1,45,19,13,44,114.0,-5.0,-0.0438596491228
1,1,1,45,19,14,45,109.0,0.5,0.0045871559633
1,1,1,42,21,15,42,109.5,2.5,0.0228310502283
1,1,1,45,22,16,42,112.0,7.5,0.0669642857143
1,1,1,43,9,17,42,119.5,-22.0,-0.18410041841
1,1,1,43,17,18,130,97.5,-14.0,-0.14358974359
1,1,1,45,17,19,40,83.5,-1.0,-0.0119760479042
1,1,1,42,24,20,60,82.5,20.0,0.242424242424
1,1,1,44,20,21,116,102.5,20.5,0.2
1,1,1,43,18,22,42,123.0,2.5,0.020325203252
1,1,1,42,23,23,41,125.5,8.0,0.0637450199203
1,1,1,45,19,24,44,133.5,-2.5,-0.0187265917603
1,1,1,46,13,25,52,131.0,-27.0,-0.206106870229
1,1,1,44,17,26,44,104.0,0.0,0.0
1,1,1,43,19,27,43,104.0,3.5,0.0336538461538
1,1,1,42,22,28,82,107.5,-7.0,-0.0651162790698
1,1,1,43,24,29,42,100.5,8.0,0.0796019900498
1,1,1,44,17,30,42,108.5,-8.0,-0.073732718894
1,1,1,44,18,31,42,100.5,-0.5,-0.00497512437811
1,1,1,44,25,32,42,100.0,14.5,0.145
1,1,1,43,16,33,62,114.5,3.5,0.0305676855895
1,1,1,43,14,34,58,118.0,-18.0,-0.152542372881
1,1,1,43,16,35,40,100.0,-7.5,-0.075
1,1,1,43,21,36,42,92.5,3.0,0.0324324324324
1,1,1,42,26,37,42,95.5,16.0,0.167539267016
1,1,1,43,15,38,50,111.5,-3.5,-0.0313901345291
1,1,1,43,20,39,47,108.0,11.0,0.101851851852
1,1,1,43,27,40,42,119.0,14.0,0.117647058824
1,1,1,43,21,41,129,133.0,82.5,0.62030075188
1,1,1,42,19,42,42,215.5,-1.5,-0.00696055684455
1,1,1,45,19,43,65,214.0,-1.0,-0.00467289719626
1,1,1,43,17,44,195,213.0,-5.0,-0.0234741784038
1,1,1,42,22,45,77,208.0,3.5,0.0168269230769
1,1,1,45,18,46,54,211.5,7.5,0.0354609929078
1,1,1,43,19,47,43,219.0,2.5,0.0114155251142
1,1,1,43,17,48,42,221.5,-4.5,-0.020316027088
1,1,1,44,15,49,41,217.0,-13.5,-0.0622119815668
1,1,1,43,20,50,42,203.5,1.0,0.004914004914
1,1,1,44,17,51,78,204.5,-4.0,-0.0195599022005
1,1,1,43,24,52,42,200.5,14.0,0.069825436409
1,1,1,44,23,53,43,214.5,7.5,0.034965034965
1,1,1,44,14,54,79,222.0,-2.0,-0.00900900900901
1,1,1,42,22,55,46,220.0,7.5,0.0340909090909
1,1,1,44,19,56,137,227.5,19.0,0.0835164835165
1,1,1,44,26,57,43,246.5,13.5,0.0547667342799
1,1,1,43,18,58,42,260.0,-8.0,-0.0307692307692
1,1,1,42,21,59,42,252.0,3.0,0.0119047619048
1,1,1,43,18,60,43,255.0,-2.5,-0.00980392156863
1,1,1,45,19,61,43,252.5,-4.0,-0.0158415841584
1,1,1,44,17,62,57,248.5,6.5,0.0261569416499
1,1,1,41,22,63,41,255.0,6.5,0.0254901960784
1,1,1,42,22,64,42,261.5,7.5,0.0286806883365
1,1,1,42,23,65,86,269.0,26.0,0.0966542750929
1,1,1,43,20,66,42,295.0,5.0,0.0169491525424
1,1,1,44,21,67,47,300.0,6.5,0.0216666666667
1,1,1,43,19,68,43,306.5,2.0,0.00652528548124
1,1,1,43,22,69,43,308.5,5.5,0.0178282009724
1,1,1,43,24,70,114,314.0,18.0,0.0573248407643
1,1,1,43,15,71,159,332.0,-31.5,-0.0948795180723
1,1,1,43,13,72,43,300.5,-9.5,-0.0316139767055
1,1,1,43,19,73,42,291.0,2.5,0.0085910652921
1,1,1,43,18,74,42,293.5,-0.5,-0.00170357751278
1,1,1,43,19,75,43,293.0,5.0,0.0170648464164
1,1,1,43,13,76,43,298.0,-13.5,-0.0453020134228
1,1,1,44,17,77,42,284.5,-6.0,-0.0210896309315
1,1,1,44,20,78,76,278.5,-2.5,-0.00897666068223
1,1,1,44,18,79,66,276.0,-5.5,-0.0199275362319
